"Time (s)";"Acceleration x (m/s²)";"Acceleration y (m/s²)";"Acceleration z (m/s²)"
7.836512275E1;1.627987176E-1;3.988568544E0;9.734405518E0
7.836748348E1;3.926321864E-1;3.514537096E0;1.139591026E1
7.836984420E1;6.248598099E-1;3.454684496E0;1.316275501E1
7.837220467E1;8.786342740E-1;2.477892160E0;1.290658665E1
7.837456519E1;9.169398546E-1;2.130748034E0;1.279885197E1
7.837692587E1;7.924466729E-1;2.753213644E0;1.367030430E1
7.837928686E1;7.110473514E-1;2.832218885E0;1.316514969E1
7.838164759E1;4.931843579E-1;2.779548645E0;1.186036587E1
7.838400842E1;1.771633029E-1;3.334979534E0;1.107988930E1
7.838636983E1;-7.421706617E-2;3.818587542E0;9.504571915E0
7.838873056E1;-2.944741547E-1;4.596669674E0;8.171059608E0
7.839109087E1;-3.854499161E-1;4.867202759E0;6.667565346E0
7.839345051E1;-3.758735061E-1;5.061124802E0;5.561491489E0
7.839581118E1;-3.232033253E-1;5.748231411E0;5.858359814E0
7.839817155E1;-2.370157838E-1;5.805689335E0;5.487274647E0
7.840053280E1;-1.149167418E-1;5.937365055E0;5.365175247E0
7.840289478E1;1.101285443E-1;5.872724533E0;5.441786766E0
7.840525556E1;3.615089059E-1;5.516003609E0;5.432209969E0
7.840761723E1;4.788197577E-1;4.828897476E0;5.544732571E0
7.840997780E1;6.488007903E-1;5.386722088E0;7.579716682E0
7.841233900E1;7.637175322E-1;4.848050117E0;7.776032925E0
7.841470051E1;6.918945312E-1;4.151367188E0;7.938831806E0
7.841706160E1;5.578250289E-1;4.163337708E0;9.506966591E0
7.841942243E1;4.860020578E-1;3.368496895E0;1.034011269E1
7.842178295E1;3.710853159E-1;3.018958569E0;1.189627647E1
7.842414379E1;2.489862740E-1;2.810672045E0;1.293770981E1
7.842650452E1;2.441980839E-1;2.813066006E0;1.352665806E1
7.842886535E1;2.872918546E-1;2.963894367E0;1.356735802E1
7.843122624E1;3.734794259E-1;2.556897402E0;1.249240780E1
7.843358686E1;3.830558062E-1;2.908829927E0;1.207344055E1
7.843594717E1;3.447502255E-1;3.344556093E0;1.113255978E1
7.843830822E1;2.705331743E-1;3.890410423E0;9.808622360E0
7.844066848E1;1.651928127E-1;4.718768597E0;8.475110054E0
7.844302947E1;-2.154688910E-2;5.264623165E0;6.823181629E0
